id,path,question,a,b,c,d,answer
train_1938.jpg,train/train_1938.jpg,이 도로 표지판에 적혀 있는 내용은 무엇인가요?,보행자 전용 자전거 주의,자전거 금지 보행자 주의,자전거전용 보행자 보호 구역,자전거전용 보행자 횡단주의,d
train_1939.jpg,train/train_1939.jpg,이 봉투에 적힌 'NO STAMP REQUIRED' 문구의 의미는 무엇인가요?,우편물이 손상되지 않도록 주의하라는 뜻이다,우편물을 빠르게 배달하라는 지시이다,우편물이 국제 배송임을 나타낸다,우편 요금이 선불로 지불되었음을 의미한다,d
train_1940.jpg,train/train_1940.jpg,이 사진 속 노란색 경고문에 적힌 내용으로 올바른 것은 무엇인가요?,미끄럼주의 바닥이 미끄러워 넘어질 위험이 있습니다. 주의 해 주세요.,화재주의 불이 날 위험이 있습니다. 조심해 주세요.,출입금지 안전을 위해 출입을 금합니다.,낙하주의 물건이 떨어질 위험이 있습니다. 주의 바랍니다.,a
train_1941.jpg,train/train_1941.jpg,이 가게에서 세일 중인 알로에 선스틱의 할인된 가격은 얼마인가요?,"19,900원","26,900원","9,900원","29,000원",c
train_1942.jpg,train/train_1942.jpg,이 사진에 보이는 가게의 이름은 무엇인가요?,Patisserie de SUNG SIM DANG,성심당,SUNGSIMDANG,SUNG SIM DANG,b
train_1944.jpg,train/train_1944.jpg,퀴즈노스 매장에서 모닝 세트에 포함된 음료는 무엇인가요?,핫초코,에스프레소,카페라떼,아메리카노,d
train_1947.jpg,train/train_1947.jpg,이 사진에 보이는 간판에 적힌 이름은 무엇인가요?,Naver,Baidu,Kakao,Google,b
train_1948.jpg,train/train_1948.jpg,이 표적지에 적힌 문구 중 무엇이 적혀 있나요?,적임군인 할까?,사격 연습 완료,안전사격 필수,목표 달성,a
train_1950.jpg,train/train_1950.jpg,이 건물 주차장 출입구에서 제한된 속도는 얼마인가요?,5 KM/H,20 KM/H,10 KM/H,15 KM/H,a
train_1951.jpg,train/train_1951.jpg,이미지에 보이는 '미미헤어'에서 네이버 예약 시 받을 수 있는 할인 금액은 얼마인가요?,"15,000원","39,000원","7,000원","10,000원",b
train_1953.jpg,train/train_1953.jpg,이 음식점의 상호명은 무엇인가요?,황떡 본점,황떡 분점,대복이 떡집,대복이의 명가,a
train_1954.jpg,train/train_1954.jpg,평택시민을 위한 창학지원 프로그램에서 수강료는 어떻게 되나요?,수강료의 50% 지원,수강료 30% 할인,수강료 전액 본인 부담,수강료 100% 전액 무료,d
train_1955.jpg,train/train_1955.jpg,이 그래놀라 제품의 특징으로 옳은 것은 무엇인가요?,무설탕 그래놀라,저당 렌틸 오트 그래놀라,고당분 그래놀라,고지방 렌틸 오트 그래놀라,b
train_1956.jpg,train/train_1956.jpg,사진에 보이는 문에 붙어 있는 노란색 표지판에 적힌 글자는 무엇인가요?,잠궈라,당겨유,밀어유,열려라,b
train_1957.jpg,train/train_1957.jpg,홍천샌드 가게에서 아메리카노 커피의 가격은 얼마인가요?,2000원,3500원,3000원,2500원,d
train_1958.jpg,train/train_1958.jpg,이 등대에 적혀 있는 이름은 무엇인가요?,하멜등대,청사포등대,남항등대,동백등대,a
train_1959.jpg,train/train_1959.jpg,타임스퀘어에 있는 전광판에서 볼 수 있는 코카콜라 광고 문구는 무엇인가요?,Chalice Meikle,Failure,CocaCola,SAMSUNG,c
train_1960.jpg,train/train_1960.jpg,이 간판에 적힌 가게 이름은 무엇인가요?,대가금강,금강대왕,황금대가,금강대가,d
train_1961.jpg,train/train_1961.jpg,이 사전투표소가 위치한 장소는 어디인가요?,2층 대회의실,3층 강당,1층 로비,지하 1층 회의실,a
train_1962.jpg,train/train_1962.jpg,이 음료 제품에 적힌 내용 중 맞는 것은 무엇인가요?,덴마크 소화가 잘되는 우유,매일유업 100% 우유,빙그레 바나나맛 우유,서울우유 저지방,a
train_1963.jpg,train/train_1963.jpg,이 음식점의 간판에 적힌 음식 메뉴는 무엇인가요?,된장찌개,순두부찌개,부대찌개,김치찌개,d
train_1964.jpg,train/train_1964.jpg,이 장소의 이름은 무엇인가요?,전주동물원,부산동물원,서울동물원,대전동물원,a
train_1967.jpg,train/train_1967.jpg,사진에 보이는 'Look' 간판에 적힌 서비스 내용 중 옳은 것은?,"커피, 디저트, 베이커리","헤어, 피부관리, 반영구","문구, 팬시, 사무용품","옷수선, 세탁, 드라이클리닝",b
train_1969.jpg,train/train_1969.jpg,이 가게의 간판에 적힌 상호명은 무엇인가요?,군산빵집,군산맛집,군산제과점,군산과자조합,d
train_1970.jpg,train/train_1970.jpg,이 건물의 주소는 무엇인가요?,1588-6400,ADT,34 장덕로,광주광역시교육청,c
train_1971.jpg,train/train_1971.jpg,이 표지판에 적힌 주소는 무엇인가요?,1000 VIN SCULLY AVENUE,100G VIN SCULLY AVENUE,100 VIN SCULLY AVENUE,10G VIN SCULLY AVENUE,a
train_1972.jpg,train/train_1972.jpg,사진 속 두 제품 중 'MANUKA'라는 이름이 적혀 있는 제품은 무엇인가요?,커피 제품,우유 제품,보리차 제품,꿀 제품,d
train_1973.jpg,train/train_1973.jpg,이 사진에 보이는 간판 중에서 '구미통신' 옆에 적혀 있는 문구는 무엇인가요?,무료 와이파이,할인 행사 중,영업 중,공식인증 판매점,d
train_1974.jpg,train/train_1974.jpg,이 광고판에 적힌 문구 중 'Toast Lab' 바로 위에 있는 문장은 무엇인가요?,Taste the Toast,made by the world's smartest Robot Chef,Robot Chef,Robot. Toast. Perfect,d
train_1975.jpg,train/train_1975.jpg,이 사진 속 간판에 적힌 문구는 무엇인가요?,새로운 2020 희망등대,옛날 1963 소원등대,새로운 2020 소원등대,옛날 1963 희망등대,b
train_1976.jpg,train/train_1976.jpg,이 포스터에서 안내하는 투어의 소요 시간은 얼마인가요?,4시간,2시간,1시간,3시간,d
train_1977.jpg,train/train_1977.jpg,사진 속 안내문에 적힌 자전거 대여 및 단체 예약 문의 전화번호는 무엇인가요?,02-3456-7890,010-1234-5678,031-9876-5432,010-9902-1591,d
train_1978.jpg,train/train_1978.jpg,이 화면 메뉴에서 선택된 항목은 무엇인가요?,시스템,인포메이션,OSD 설정,Adaptive-Sync,b
train_1979.jpg,train/train_1979.jpg,사진 속 카드에 적힌 커피 종류는 무엇인가요?,콜롬비아 수프리모,"케냐 커피, SL-34",과테말라 안티구아,에티오피아 예가체프,b
train_1980.jpg,train/train_1980.jpg,이 사진에 보이는 매장의 상호명은 무엇인가요?,PAUL BASSETT,NEW ARRIVAL / 신제품,TAMIYA,LIVING PARK,c
train_1981.jpg,train/train_1981.jpg,사진 속 간판에 적힌 '2025'는 무엇과 관련된 행사인가요?,OSAKA 게임 축제,EXPO 2025,도쿄 올림픽 2020,세계 박람회 2030,b
train_1983.jpg,train/train_1983.jpg,이미지에 보이는 'NEW 베이직 스테인리스 텀블러'의 가격은 얼마인가요?,"30,000","15,000","20,000","25,000",d
train_1984.jpg,train/train_1984.jpg,이 표지판에 적힌 문구는 무엇인가요?,무료 주차,무료 와이파이,무료 음료,무료 충전,d
train_1985.jpg,train/train_1985.jpg,이 종이 쇼핑백에 적힌 브랜드 이름은 무엇인가요?,BURBERRY,BOTTEGA VENETA,BYREDO,BALENCIAGA,c
train_1988.jpg,train/train_1988.jpg,이 건물의 간판에 적힌 공인중개사의 이름은 무엇인가요?,구술동자 운도령,믿음 공인중개사,알파고등수학,행복한 부동산,b
train_1989.jpg,train/train_1989.jpg,이름표에 적혀 있는 사람의 이름은 무엇인가요?,김민수,최수진,박지은,이혜영,d
train_1990.jpg,train/train_1990.jpg,이 쓰레기 분리수거함에서 '스티로폼'은 어떤 종류의 쓰레기를 담는 곳인가요?,종이류,스티로폼,비닐류,병류,b
train_1991.jpg,train/train_1991.jpg,"버스 승객 안전 규칙에 따르면, 승객이 차량 운행 중에 반드시 해야 하는 행동은 무엇인가요?",자리 이동하기,손잡이 잡기,미리 일어나기,휴대폰 사용하기,b
train_1992.jpg,train/train_1992.jpg,CU 출입문이 어디에 있다는 안내문에 적힌 내용은 무엇인가요?,CU 출입문은 건물 입구에 있습니다,CU 출입문은 지하에 있습니다,CU 출입문은 옆 골목에 있습니다,CU 출입문은 2층에 있습니다,a
train_1994.jpg,train/train_1994.jpg,이미지 속 비요뜨 요거트 중 베리콩포트 맛의 유통기한은 언제인가요?,2026.08.18,2025.12.31,2026.08.26,2026.08.23,a
train_1996.jpg,train/train_1996.jpg,이 간판에서 판매하거나 취급하지 않는 서비스는 무엇인가요?,구두 수선,금이빨 매입,인감 도장,자동차 정비,d
train_1997.jpg,train/train_1997.jpg,이 사진 속 밥솥에 적힌 브랜드 이름은 무엇인가요?,SAMSUNG,CUCKOO,PN,LG,c
train_1998.jpg,train/train_1998.jpg,이 건물에 있는 가게 이름 중 '파리바게뜨'와 같이 빵이나 커피를 판매하는 곳은 무엇인가요?,MEGA COFFEE,개념일일수학,24시간 편의점,바짝독서실,a
train_1999.jpg,train/train_1999.jpg,이 거리의 간판들 중 24시간 영업을 하는 업소는 무엇인가요?,HONG's PC방 24시,커피와 디저트 - 오픈형 테라스,전주비빔밥 2층,갈비탕 전문점,a
train_2000.jpg,train/train_2000.jpg,소화전 사용 방법 중 두 번째 단계는 무엇인가요?,밸브 닫기,호스 빼내기,밸브 열기,불 끄기,c
train_2001.jpg,train/train_2001.jpg,이 가게에서 아메리카노의 가격은 얼마인가요?,"5,000원","4,500원","4,000원","3,500원",b
train_2002.jpg,train/train_2002.jpg,이 사진 속 제품들의 가격은 얼마인가요?,"\1,000","\1,500",\500,"\2,000",a
train_2003.jpg,train/train_2003.jpg,이 카페의 이름은 무엇인가요?,BOULANGERIE FRAN?AISE,CAF? DE PARIS,CAF? AUX BACCHANALES,LE PETIT CAF?,c
train_2004.jpg,train/train_2004.jpg,이 도로 표지판에 적힌 문구 중 올바른 내용은 무엇인가요?,고정식 단속구간 Photo enforcement 150m,이동식 단속구간 Photo enforcement 100m,이동식 단속구간 Photo enforcement 150m,이동식 단속구간 Speed enforcement 150m,c
train_2005.jpg,train/train_2005.jpg,사진 속 '인동 한의원'에서 월요일과 수요일에 하는 진료는 무엇인가요?,주간진료,응급실 진료,야간진료,응급진료,c
train_2006.jpg,train/train_2006.jpg,사진에 보이는 '미니 칼슘체다' 치즈 한 팩의 유통기한은 언제인가요?,2026.11.26,2024.10.10,2025.12.31,2026.11.17,a
train_2007.jpg,train/train_2007.jpg,이 사진 속 간판에 적힌 음식점 이름은 무엇인가요?,미소 치킨,미소 양꼬치,미소 떡볶이,미소 불고기,b
train_2009.jpg,train/train_2009.jpg,이 지하철 문에 붙어 있는 경고 문구는 무엇을 주의하라고 하고 있나요?,좌석을 양보하세요,소지품을 조심하세요,도어에 주의하세요,사진 촬영 금지,c
train_2010.jpg,train/train_2010.jpg,사진 속 책 제목 중 '처음 부모'라는 문구가 적힌 책의 제목은 무엇인가요?,마음 연습장,부모 마음 연습장,스터디 플래너,부모 마음 노트,b
train_2011.jpg,train/train_2011.jpg,이 제품의 가격은 얼마인가요?,$25.00,$20.00,$10.00,$16.00,d
train_2012.jpg,train/train_2012.jpg,도원빌딩 5층에는 어떤 종류의 클리닉이 있나요?,소아과 클리닉,내과 클리닉,피부과 성형외과 비만클리닉,치과 클리닉,c
train_2013.jpg,train/train_2013.jpg,이미지에 보이는 교회 건물의 이름은 무엇인가요?,양산 교회,중앙 성당,평화 교회,서울 대성당,a
train_2014.jpg,train/train_2014.jpg,이미지에 보이는 포장지에 적힌 브랜드 이름은 무엇인가요?,ТЕХНОНИКОЛЬ,ЭКО,МАСТЕР,ТЕХНОПЛАСТ,a
train_2015.jpg,train/train_2015.jpg,이 트럭에 적힌 글자 중에서 가장 크게 적힌 것은 무엇인가요?,NH? PH?N PH?I,TR? NGUY,VI BIA CHU?N,GIU,b
train_2017.jpg,train/train_2017.jpg,사진 속 가게 유리창에 적힌 문구 중 올바른 것은 무엇인가요?,WELCOME! IN OUR MANSION EVERY MOMENT IS SAD IN YOUR MANSION,WELCOME! IN OUR MANSION EVERY MOMENT IS HAPPY IN OUR MANSION,WELCOME! IN YOUR MANSION EVERY MOMENT IS HAPPY IN OUR MANSION,WELCOME! IN OUR MANSION EVERY MOMENT IS SAD IN OUR MANSION,b
train_2018.jpg,train/train_2018.jpg,이 간판에 적힌 회사 이름 중 옳지 않은 것은 무엇인가요?,(무)무진산업,(주)다온테크,(주)다온산업,광전물산 (주),c
train_2019.jpg,train/train_2019.jpg,이 도로에서 제한 속도는 얼마인가요?,30km/h,80km/h,50km/h,60km/h,a
train_2020.jpg,train/train_2020.jpg,이 노래의 제목은 무엇인가요?,사랑,희망,행복,노력,d
train_2022.jpg,train/train_2022.jpg,이 편의점에서 사용할 수 있다고 안내한 지원금은 무엇인가요?,농업 지원금,고유가 지원금,교육 지원금,청년 지원금,b
train_2023.jpg,train/train_2023.jpg,제품 포장에 적힌 가격은 얼마인가요?,2000원,2590원,3000원,2500원,d
train_2025.jpg,train/train_2025.jpg,에스컬레이터 앞에 설치된 노란색 표지판에 적힌 문구는 무엇인가요?,주의하세요 OTIS,출입금지 OTIS,안전제일 OTIS,접근금지 OTIS,d
train_2026.jpg,train/train_2026.jpg,테이블 위에 놓인 명함에는 어떤 단어가 적혀 있나요?,TRU,TUE,TIRE,TRUE,a
train_2027.jpg,train/train_2027.jpg,사진 속 샌드위치의 이름은 무엇인가요?,THE CHICKEN TRIPLE,THE FISH SANDWICH,THE BEEF DOUBLE,THE VEGGIE DELIGHT,a
train_2028.jpg,train/train_2028.jpg,이 건물에 입점한 음식점의 이름은 무엇인가요?,광양본가,참숯 불고기 전문,지하아케이드,삼원타워,a
train_2029.jpg,train/train_2029.jpg,이 건물에 적힌 상호명은 무엇인가요?,상남마트,상남시장,통영멸치직판장,개미수산,b
train_2030.jpg,train/train_2030.jpg,이 간판에 적힌 문구는 무엇인가요?,OUT usual style,OUT unique style,IN usual style,IN unique style,d
train_2031.jpg,train/train_2031.jpg,이 카페에서 아침 11시까지 판매하는 모닝커피 가격은 얼마인가요?,"1,900원","4,500원","2,500원","3,900원",a
train_2032.jpg,train/train_2032.jpg,이 사진에 보이는 '연의 편지' 포스터에 적힌 개봉 예정일은 언제인가요?,2025.01.01,2023.06.15,2024.12.25,2025.10.01,d
train_2033.jpg,train/train_2033.jpg,벽에 적힌 화장실 위치 안내 문구는 무엇인가요?,Bathroom this way,WC over there,Restroom this way,Toilet here,d
train_2034.jpg,train/train_2034.jpg,이 안내판 상단에 적힌 문구는 무엇인가요?,ACADEMY INFORMATION,ACADEMY EVENTS,ACADEMY NOTICE,ACADEMY SCHEDULE,a
train_2035.jpg,train/train_2035.jpg,이 과자 봉지에 적힌 문구 중 옳은 것은 무엇인가요?,꼬소하게 뿌셔!,매콤하게 부셔!,달콤하게 녹여!,톡쏘게 부셔!,a
train_2036.jpg,train/train_2036.jpg,이 건물에 있는 식당 이름은 무엇인가요?,개사무소,명동식당,로맨틱 아로마,유월엔 베이커리,b
train_2038.jpg,train/train_2038.jpg,사진 속 '참 물티슈'에 적힌 물티슈 매수는 몇 매인가요?,100매,200매,150매,50매,c
train_2039.jpg,train/train_2039.jpg,이 사진이 찍힌 장소의 이름은 무엇인가요?,온천장,나가는 곳,ICE COFFEE,커피 & 차,a
train_2040.jpg,train/train_2040.jpg,이 한우육회용 고기의 가격은 얼마인가요?,5500원,14850원,10000원,12000원,c
train_2041.jpg,train/train_2041.jpg,이 가게 간판에 적힌 상호명은 무엇인가요?,기산 인생맥주,한산 소주,강남 생맥주,청담 맥주,a
train_2042.jpg,train/train_2042.jpg,분리수거 기본규칙에 따르면 남은 음료는 어디에 비워야 하나요?,일반 쓰레기통,음식물 쓰레기통,음료수거통,재활용 쓰레기통,c
train_2044.jpg,train/train_2044.jpg,이 지도에서 '현위치'가 표시된 곳에서 가장 가까운 지점 번호는 무엇인가요?,Y3-10,Y3-5,Y3-15,Y3-1,d
train_2045.jpg,train/train_2045.jpg,이 건물에 위치한 '빈에스테틱'과 '뷰티아카데미'는 몇 층에 있나요?,5층,3층,6층,4층,d
train_2046.jpg,train/train_2046.jpg,삼성청년 SW·AI 아카데미 16기 인터뷰 기간은 언제인가요?,6.20(화)~6.25(일),7.1(월)~7.5(금),5.15(월)~5.20(토),6.8(월)~6.12(금),d
train_2049.jpg,train/train_2049.jpg,사진 속 건물 입구에 적혀 있는 이름은 무엇인가요?,PUB,WINE25,HICKORY SMOKED BBQ,CHAEUM Hecto,d
train_2050.jpg,train/train_2050.jpg,이 교차로에서 보이는 신호등의 현재 색깔은 무엇인가요?,초록불,꺼져 있음,빨간불,노란불,c
train_2051.jpg,train/train_2051.jpg,이 건물에 있는 간판들 중 맞춤가발과 관련된 상호명은 무엇인가요?,본머리 커트 가능,가발명인,부건 옷수선,최미정 맞춤가발,d
train_2052.jpg,train/train_2052.jpg,'한우소머리국밥' 가게는 언제 폐업했나요?,5월 1일,4월 1일,12월 31일,3월 31일,d
train_2053.jpg,train/train_2053.jpg,이 장소에서 제공하는 무료 와이파이 비밀번호는 무엇인가요?,Twosomedc_5g,wifi_free123,free_wifi_pw,a0625122323,d
train_2056.jpg,train/train_2056.jpg,이 방의 이름은 무엇인가요?,홍길동,박지민,김철수,송가인,d
train_2057.jpg,train/train_2057.jpg,이 건물의 7층에 위치한 기관이나 업체가 아닌 것은 무엇인가요?,국제무용학원,태리프속눈썹,새온 에스테틱,오앤피 영수학원,b
train_2058.jpg,train/train_2058.jpg,이 건물 외벽에 적힌 상호명은 무엇인가요?,COFFEE BEAN,HOLLYS COFFEE,TERAROSA,STARBUCKS,c
train_2059.jpg,train/train_2059.jpg,이 식당의 상호명은 무엇인가요?,대구 막창 본가,서울 명동 찜닭,춘천 진미 닭갈비,부산 해운대 곱창,c
train_2060.jpg,train/train_2060.jpg,이 보안등 점멸기에서 안내하는 주간 연락 전화번호는 무엇인가요?,B.,1400,3423-8606,3423-6000,c
train_2061.jpg,train/train_2061.jpg,이 음료가 담긴 컵에 적혀 있는 문구는 무엇인가요?,taste the coffee,share good time,best cafe in town,enjoy every moment,b
train_2062.jpg,train/train_2062.jpg,사진 속 노란색 의자에 부착된 간판에 적힌 병원의 이름은 무엇인가요?,노원치과병원,서울치과병원,미주치과병원,한양치과병원,c
train_2063.jpg,train/train_2063.jpg,이 이미지에 보이는 그릭요거트 드링크의 사과맛 패키지에는 몇 개가 들어있다고 적혀 있나요?,특별기획 10개,특별기획 5개,특별기획 12개,특별기획 8개,d
train_2064.jpg,train/train_2064.jpg,이 식당에서 2인분 순대볶음의 가격은 얼마인가요?,"22,000원","11,000원","16,500원","10,000원",c
train_2066.jpg,train/train_2066.jpg,왼쪽에 놓여진 책 제목은 무엇인가요?,파이썬 프로그래밍,플러터 생존코딩,인공지능 입문,게임 기획 스쿨,d
train_2067.jpg,train/train_2067.jpg,이 건물 5층에는 어떤 학원이 있나요?,포인트 적성속독,M&M 학원,정상 어학원,알파 학원,b
train_2068.jpg,train/train_2068.jpg,이 건물 외벽에 붙어 있는 간판들에서 공통적으로 볼 수 있는 문구는 무엇인가요?,임대 문의 010 9468-1233,상가임대 최대한 절충,박선희 골프아카데미,급매 010-945-0000,b
train_2070.jpg,train/train_2070.jpg,책장에 있는 책 중 'C++ 기초 플러스' 책의 판수는 몇 판인가요?,7판,5판,1판,3판,b
train_2071.jpg,train/train_2071.jpg,사진 속 제품은 무엇을 처리하는 기기인가요?,로봇 청소기,음식물 처리기,세탁기,공기 청정기,b
train_2072.jpg,train/train_2072.jpg,사진 속 샌드위치 중에서 가장 비싼 가격은 얼마인가요?,"16,000원","5,000원","7,300원","9,700원",a
train_2073.jpg,train/train_2073.jpg,사진 속에 적힌 글귀 중 맞는 문장은 무엇인가요?,달속토끼가 오늘도 너를 보고 슬퍼하대,달속토끼가 오늘도 너를 보고 행복하대,달속토끼가 내일도 너를 보고 슬퍼하대,달속토끼가 내일도 너를 보고 행복하대,b
train_2074.jpg,train/train_2074.jpg,이 공연 티켓에 적혀 있는 공연 날짜는 언제인가요?,2025-09-17,2023-12-25,2025-11-01,2024-10-05,a
train_2075.jpg,train/train_2075.jpg,"이 매장의 좌석 이용에 관한 안내문에 따르면, 매장 이용 시 어떤 조건이 필요한가요?",1인당 최소 주문 금액이 정해져 있다,음식 반입이 금지되어 있다,매장이 협소해 일행이 모두 와야 좌석 이용 가능하다,예약 없이 방문하면 입장이 제한된다,c
train_2076.jpg,train/train_2076.jpg,이 간판에 적힌 호텔 이름은 무엇인가요?,GINZA HOTEL,MUJI HOTEL,GINZA INN,MUJI INN,b
train_2077.jpg,train/train_2077.jpg,2층 화장실을 이용하려면 어떻게 해야 하나요?,엘리베이터를 타세요,직진해서 가세요,계단을 이용하세요,화장실은 1층에 있습니다,c
train_2078.jpg,train/train_2078.jpg,이 배너에 적힌 즉석 원두커피 브랜드 이름은 무엇인가요?,coffee get,get coffee,coffee go,go coffee,b
train_2081.jpg,train/train_2081.jpg,사진에 보이는 '폰케이스 무인샵'의 영업 시작 시간은 언제인가요?,오후 5:00,오전 8:00,오후 1:00,오전 9:30,d
train_2082.jpg,train/train_2082.jpg,이미지 속 'BioGrafting' 시술에 대해 설명한 내용 중 옳은 것은 무엇인가요?,BioGrafting 시술은 인공치아를 사용하는 방법이다.,BioGrafting 시술은 구미시에만 적용된다.,BioGrafting 시술은 자연치아를 제거하는 치료법이다.,BioGrafting 시술은 자연치아를 건강하게 보존하는 MTA 이식술이다.,d
train_2083.jpg,train/train_2083.jpg,2월 20일 오전 11시 30분경 분실된 물건은 무엇인가요?,가방,지갑,에어팟,핸드폰,a
train_2085.jpg,train/train_2085.jpg,이 전시 공간의 상단에 적혀 있는 회사 이름은 무엇인가요?,Panasonic,Sony,LG Electronics,Samsung,c
train_2088.jpg,train/train_2088.jpg,사진 속에서 가격표에 적힌 S.H.Figuarts 키스의 가격은 얼마인가요?,"9,280엔","5,080엔","4,619엔","10,508엔",a
train_2089.jpg,train/train_2089.jpg,이 표지판에 따르면 이곳에서 흡연을 할 경우 부과되는 과태료는 얼마인가요?,5만원,3만원,1만원,10만원,a
train_2090.jpg,train/train_2090.jpg,사진 속 전광판에서 홍보하는 공연은 무엇인가요?,Nashville Symphony,Chicago Jazz Festival,Los Angeles Opera,New York Philharmonic,a
train_2091.jpg,train/train_2091.jpg,이 가게의 이름은 무엇입니까?,베지나랑,수변최고 돼지국밥,KT공방,명상센터,b
train_2092.jpg,train/train_2092.jpg,"사진 속 상품 중 1,000원에 판매되는 제품은 무엇인가요?",그때그 달고나 HANDMADE,팝핑 달고나,수제 달고나,달고나 크래커,b
train_2093.jpg,train/train_2093.jpg,이 소화전 사용법 중 3단계에 해당하는 것은 무엇인가요?,밸브 열기,호스 빼내기,밸브 닫기,불끄기,d
train_2094.jpg,train/train_2094.jpg,이 머그컵에 적힌 문구는 무엇인가요?,Cinnamon Haus,Sweet Aroma,Morning Brew,Coffee Time,a
train_2095.jpg,train/train_2095.jpg,이 엘리베이터 층 표시에서 36층에 적힌 문구는 무엇인가요?,EATANIC GARDEN THE GREAT HONG KANG,EATANIC GARDEN THE GREAT HONG YUAN,EATONIC GARDEN THE GREAT HONG YUAN,EATANIC GARDEN THE GREAT HONG YUN,b
train_2098.jpg,train/train_2098.jpg,이 사진에 보이는 가게 중 휴대폰 관련 서비스를 제공하는 가게 이름은 무엇인가요?,LG U+,농협,NH,JIAN TELECOM,a
train_2099.jpg,train/train_2099.jpg,사진 속 두 유니폼에 적힌 축구 클럽 이름은 무엇인가요?,REAL MADRID,FC BAYERN MUNCHEN,MANCHESTER UNITED,FC BARCELONA,b
train_2100.jpg,train/train_2100.jpg,프렌즈스크린 구미인동점의 오픈 할인 시행일은 언제부터인가요?,2025년 5월 1일,2025년 6월 1일,2026년 6월 1일,2026년 5월 1일,d
train_2101.jpg,train/train_2101.jpg,이 가게의 전화번호는 무엇인가요?,1208-6790,02-123-4567,482-2777,482-2778,c
train_2103.jpg,train/train_2103.jpg,사진 속 분리수거 기본규칙 포스터에 적힌 내용 중 올바른 것은 무엇인가요?,분리수거는 혼합수거함에 버리세요.,음식물 쓰레기는 일반쓰레기와 함께 버리세요.,쓰레기는 종류에 상관없이 한 봉지에 담아 버리세요.,분리수거는 깨끗이 헹군 후 배출하세요.,d
train_2104.jpg,train/train_2104.jpg,이 사진 속 가게의 간판에 적혀 있는 음식 이름은 무엇인가요?,김치찌개,부대찌개,삼계탕,불고기,b
train_2105.jpg,train/train_2105.jpg,이 사진 속 전광판에 적힌 '구두수선·광택'은 어떤 서비스를 의미하나요?,필라테스 운동을 하는 곳,순두부 요리를 제공하는 식당,신발을 수선하고 광택을 내는 서비스,상품권을 판매하는 서비스,c
train_2106.jpg,train/train_2106.jpg,이 음식점 다미에서 판매하지 않는 메뉴는 무엇인가요?,오징어볶음,된장찌개볶음,제육볶음,돼지찌개,b
train_2107.jpg,train/train_2107.jpg,영화관 매점에서 팝콘 리필 가격은 얼마인가요?,"3,000원","1,500원","2,000원","2,500원",d
train_2108.jpg,train/train_2108.jpg,사진 속 캐릭터들이 있는 표지판에 적힌 문구는 무엇인가요?,행복한 가족,우리 동네 친구들,즐거운 여행,꿈씨 패밀리,d
train_2110.jpg,train/train_2110.jpg,이 가게의 전화번호는 무엇인가요?,202-7070,203-7080,202-7800,202-7080,d
train_2111.jpg,train/train_2111.jpg,이 이미지에 보이는 'SSAFY' 스티커에 적힌 문구 중 올바른 것은 무엇인가요?,AI로 여는 나만의 미래,AI가 만드는 세상,미래를 여는 AI,AI와 함께하는 오늘,a
train_2112.jpg,train/train_2112.jpg,서교동 방면으로 나가려면 어느 출구 방면으로 가야 하나요?,4번 출구 방면,6번 출구 방면,3번 출구 방면,7번 출구 방면,c
train_2113.jpg,train/train_2113.jpg,이 지하철역 안내판에 '東口地下通路'는 무슨 뜻인가요?,동쪽 출구 지상 통로,서쪽 출구 지하 통로,동쪽 출구 지하 통로,서쪽 출구 지상 통로,c
train_2115.jpg,train/train_2115.jpg,이 간판에서 볼 수 있는 헬스장 이름은 무엇인가요?,HOTEL RAMMOS,ORANGE FITNESS,JAMES GYM,FITNESS CENTER,c
train_2116.jpg,train/train_2116.jpg,사진 속 설명에 따르면 신라 경주 인근 무덤에서 발견된 철제 무기와 함께 출토된 무덤은 무엇이라고 하나요?,토광묘,석곽묘,돌무덤,널무덤,d
train_2117.jpg,train/train_2117.jpg,이 건물의 이름은 무엇인가요?,Ph? Bay,MOM'S TOUCH,PC GROUND,U·square 유·스퀘어,d
train_2118.jpg,train/train_2118.jpg,이 도로 표지판에 나온 '순천IC' 옆에 적힌 국도 번호는 무엇인가요?,25,17,10,27,a
train_2119.jpg,train/train_2119.jpg,이미지 속 과자 봉지에 적힌 'THE빠새' 제품의 중량은 얼마인가요?,55 g,75 g,60 g,44 g,d
train_2120.jpg,train/train_2120.jpg,이 건설 현장의 출입문에 적힌 번호는 무엇인가요?,GATE #5,GATE #3,GATE #4,GATE #2,c
train_2121.jpg,train/train_2121.jpg,이 가게 앞에 붙어 있는 두 개의 '임대' 스티커에 적힌 전화번호 중 오른쪽 스티커에 적힌 번호는 무엇인가요?,010-5838-6320,010-387-2255,016-830-2255,010-3884-8527,d
train_2122.jpg,train/train_2122.jpg,이 가챠 머신에서 한 번 뽑는데 필요한 가격은 얼마인가요?,500원,1000원,2000원,1500원,b
train_2124.jpg,train/train_2124.jpg,이미지에 적힌 시 '부부'의 저자는 누구인가요?,박인환,윤동주,김소월,이정애,d
train_2125.jpg,train/train_2125.jpg,"이 책장에 꽂혀 있는 책 제목 중, 미래와 시간을 다룬 책은 무엇인가요?",데일 카네기 인간관계론,요령영어 100일의 기적,세계미래보고서 2026-2036,2030 부의 미래,c
